,Reef_2,Site,Transect,Depth_m,Habitat,Aspect,Benthic_Complexity,Diversity,Observed,Estimator,s.e.,LCL,UCL
241,Observation Cay,OBSN-01,T7,33,outer_slope,wall,1,Species richness,2,2,0.140705294,2,2.275777309
242,Observation Cay,OBSN-01,T8,25,outer_slope,wall,1,Species richness,5,5.888888889,2.443026831,5,10.67713349
243,Observation Cay,OBSN-01,T9,16,outer_slope,wall,1,Species richness,5,7.7,2.081427537,5,11.77952301
244,Osprey,OSPR-01,T12,44.7,outer_slope,wall,4,Species richness,1,1,0,1,1
245,Osprey,OSPR-01,T14,55,outer_slope,steep_slope,3,Species richness,3,4.5,2.128450852,3,8.671687013
246,Osprey,OSPR-01,T15,52.4,outer_slope,steep_slope,4,Species richness,3,5,1.443962624,3,7.830114737
247,Osprey,OSPR-01,T16,38.2,outer_slope,wall,3,Species richness,2,2.5,0.714142843,2,3.899694252
248,Osprey,OSPR-01,T16,66.2,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
249,Osprey,OSPR-01,T17,35.3,outer_slope,steep_slope,3,Species richness,5,13,3.634236196,5.877027945,20.12297206
250,Osprey,OSPR-01,T18,33.3,outer_slope,wall,3,Species richness,3,4.5,2.120004526,3,8.655132519
251,Osprey,OSPR-01,T19,28.2,outer_slope,wall,3,Species richness,5,13,3.401447107,6.333286174,19.66671383
252,Osprey,OSPR-01,T19,53.2,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
253,Osprey,OSPR-01,T21,21.8,outer_slope,steep_slope,3,Species richness,10,43.23076923,14.23579837,15.32911713,71.13242133
254,Osprey,OSPR-01,T21,52.8,outer_slope,steep_slope,4,Species richness,2,2.5,0.697234798,2,3.866555093
255,Osprey,OSPR-01,T22,18.8,outer_slope,wall,3,Species richness,3,5,1.375690827,3,7.696304476
256,Osprey,OSPR-01,T22,47.8,outer_slope,moderate_slope,2,Species richness,4,4.888888889,1.492081188,4,7.81331428
257,Osprey,OSPR-01,T23,16.4,outer_slope,wall,3,Species richness,6,18.5,4.876268145,8.942690057,28.05730994
258,Osprey,OSPR-01,T24,14.1,outer_slope,wall,3,Species richness,5,7.785714286,2.028151147,5,11.76081749
259,Osprey,OSPR-01,T24,41.2,outer_slope,wall,4,Species richness,1,1,0,1,1
260,Osprey,OSPR-01,T25,32.8,outer_slope,moderate_slope,3,Species richness,2,2.333333333,1.318094738,2,4.916751547
261,Osprey,OSPR-01,T25,9.1,outer_slope,wall,3,Species richness,7,14.69230769,6.120833435,7,26.68892078
262,Osprey,OSPR-01,T26,35.7,outer_slope,gentle_slope,3,Species richness,2,2.333333333,1.11312948,2,4.515027024
263,Osprey,OSPR-01,T26,7.1,outer_slope,wall,3,Species richness,5,7.842105263,1.906939558,5,11.57963812
264,Osprey,OSPR-01,T27,36.6,outer_slope,moderate_slope,3,Species richness,6,18.5,4.263245682,10.14419201,26.85580799
265,Osprey,OSPR-01,T27,7,outer_slope,steep_slope,3,Species richness,4,4.909090909,1.307077688,4,7.470916103
266,Osprey,OSPR-01,T28,28.8,outer_slope,moderate_slope,3,Species richness,3,3.416666667,1.316458876,3,5.996878651
267,Osprey,OSPR-01,T29,25.5,outer_slope,moderate_slope,3,Species richness,4,6.666666667,1.827973664,4,10.24942921
268,Osprey,OSPR-01,T3,77.2,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
269,Osprey,OSPR-01,T30,23.7,outer_slope,moderate_slope,3,Species richness,3,3,0.626481275,3,4.227880736
270,Osprey,OSPR-01,T31,18.9,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
271,Osprey,OSPR-01,T32,15.4,outer_slope,steep_slope,3,Species richness,5,8.9375,3.697905647,5,16.18526189
272,Osprey,OSPR-01,T33,12.7,outer_slope,moderate_slope,3,Species richness,3,5,1.454371482,3,7.850515725
273,Osprey,OSPR-01,T34,5.1,outer_slope,moderate_slope,1,Species richness,6,6.483333333,2.069706429,6,10.53988339
274,Osprey,OSPR-01,T35,7.1,outer_slope,moderate_slope,1,Species richness,5,7.8125,2.436750701,5,12.58844361
275,Osprey,OSPR-01,T36,9.1,outer_slope,moderate_slope,1,Species richness,2,2,0.238683257,2,2.467810587
276,Osprey,OSPR-01,T7,67.8,outer_slope,steep_slope,4,Species richness,1,1,0,1,1
277,Osprey,OSPR-01,T7,96.3,outer_slope,wall,2,Species richness,1,1,0,1,1
278,Osprey,OSPR-01,T8,65.8,outer_slope,steep_slope,4,Species richness,1,1,0,1,1
279,Osprey,OSPR-01,T9,63.2,outer_slope,moderate_slope,3,Species richness,1,1,0,1,1
280,Osprey,OSPR-02,T1,47.7,outer_slope,steep_slope,3,Species richness,3,3.8,1.516746918,3,6.772769332
281,Osprey,OSPR-02,T10,12.7,outer_slope,moderate_slope,2,Species richness,8,12.37142857,4.317162759,8,20.8329121
282,Osprey,OSPR-02,T10,68,outer_slope,steep_slope,4,Species richness,1,1,0,1,1
283,Osprey,OSPR-02,T11,15.8,outer_slope,steep_slope,2,Species richness,4,7.6,3.113276231,4,13.70190929
284,Osprey,OSPR-02,T11,64.2,outer_slope,steep_slope,4,Species richness,1,1,0,1,1
285,Osprey,OSPR-02,T12,18.2,outer_slope,wall,2,Species richness,4,8.5,2.120957236,4.343000205,12.65699979
286,Osprey,OSPR-02,T12,61.4,outer_slope,steep_slope,4,Species richness,1,1,0,1,1
287,Osprey,OSPR-02,T13,9.4,outer_slope,moderate_slope,2,Species richness,6,6.95,1.973388478,6,10.81777034
288,Osprey,OSPR-02,T14,7.3,outer_slope,moderate_slope,2,Species richness,9,14.87755102,4.274203953,9,23.25483683
289,Osprey,OSPR-02,T15,6.1,outer_slope,gentle_slope,1,Species richness,10,12.97391304,2.422933715,10,17.72277586
290,Osprey,OSPR-02,T16,47.8,outer_slope,moderate_slope,4,Species richness,2,2,0.440844002,2,2.864038367
291,Osprey,OSPR-02,T19,33.2,outer_slope,steep_slope,3,Species richness,4,4.833333333,2.205271685,4,9.155586412
292,Osprey,OSPR-02,T20,27.7,outer_slope,steep_slope,3,Species richness,3,3.2,1.655799724,3,6.445307825
293,Osprey,OSPR-02,T21,21.4,outer_slope,moderate_slope,2,Species richness,4,7.6,3.511884584,4,14.4831673
294,Osprey,OSPR-02,T22,17.1,outer_slope,wall,3,Species richness,3,5,1.318094738,3,7.583418214
295,Osprey,OSPR-02,T23,14.1,outer_slope,steep_slope,2,Species richness,8,12.32,5.584434298,8,23.2652901
296,Osprey,OSPR-02,T24,6.2,outer_slope,moderate_slope,1,Species richness,14,28.86956522,14.5134092,14,57.31532454
297,Osprey,OSPR-02,T25,8.2,outer_slope,moderate_slope,2,Species richness,10,27.67272727,11.93906881,10,51.07287216
298,Osprey,OSPR-02,T3,42.3,outer_slope,moderate_slope,3,Species richness,6,13.42857143,6.397868532,6,25.96816333
299,Osprey,OSPR-02,T4,32.2,outer_slope,steep_slope,2,Species richness,2,2.333333333,1.046527045,2,4.38448865
300,Osprey,OSPR-02,T5,35,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
301,Osprey,OSPR-02,T6,38.1,outer_slope,steep_slope,3,Species richness,2,2,0.472581563,2,2.926242843
302,Osprey,OSPR-02,T6,80.6,outer_slope,steep_slope,4,Species richness,2,2.333333333,1.076720298,2,4.443666338
303,Osprey,OSPR-02,T7,28,outer_slope,steep_slope,2,Species richness,2,2,0.358870281,2,2.703372826
304,Osprey,OSPR-02,T7,71.6,outer_slope,steep_slope,5,Species richness,1,1,0,1,1
305,Osprey,OSPR-02,T8,24.9,outer_slope,steep_slope,3,Species richness,3,4.5,1.953267141,3,8.328333249
306,Osprey,OSPR-02,T9,23.1,outer_slope,wall,3,Species richness,4,4.888888889,1.426695756,4,7.685161188
307,Osprey,OSPR-03,T1,55.6,outer_slope,wall,3,Species richness,1,1,0,1,1
308,Osprey,OSPR-03,T10,18.1,outer_slope,steep_slope,3,Species richness,4,8.5,2.23025002,4.128790284,12.87120972
309,Osprey,OSPR-03,T11,8.3,outer_slope,moderate_slope,1,Species richness,9,16.86206897,7.872824969,9,32.29252236
310,Osprey,OSPR-03,T12,6.4,outer_slope,moderate_slope,1,Species richness,12,16.47077922,4.712370686,12,25.70685605
311,Osprey,OSPR-03,T13,96.5,outer_slope,wall,3,Species richness,1,1,0,1,1
312,Osprey,OSPR-03,T16,81.1,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
313,Osprey,OSPR-03,T19,78.1,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
314,Osprey,OSPR-03,T2,55.7,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
315,Osprey,OSPR-03,T21,60.6,outer_slope,wall,3,Species richness,1,1,0,1,1
316,Osprey,OSPR-03,T22,64.9,outer_slope,wall,3,Species richness,2,2.5,0.65279121,2,3.779447261
317,Osprey,OSPR-03,T3,45.8,outer_slope,wall,3,Species richness,1,1,0,1,1
318,Osprey,OSPR-03,T5,37.5,outer_slope,steep_slope,4,Species richness,1,1,0,1,1
319,Osprey,OSPR-03,T6,34.3,outer_slope,steep_slope,4,Species richness,3,5,1.474055462,3,7.889095617
320,Osprey,OSPR-03,T7,28.2,outer_slope,wall,4,Species richness,4,5.714285714,1.990067068,4,9.614745494
321,Osprey,OSPR-03,T8,24.4,outer_slope,steep_slope,4,Species richness,3,5,1.398026507,3,7.740081603
322,Osprey,OSPR-03,T9,14.5,outer_slope,wall,2,Species richness,3,3.8,1.667098126,3,7.067452286
323,Saumarez,SAUM-01,T2,29.6,inner_reef,flat,1,Species richness,2,2.5,0.723627227,2,3.918283303
324,Saumarez,SAUM-01,T4,29.6,inner_reef,flat,0,Species richness,2,2,0.287623491,2,2.563731684
325,Saumarez,SAUM-01,T5,29.5,inner_reef,flat,1,Species richness,2,2,0.348735088,2,2.683508213
326,Saumarez,SAUM-01,T6,29.9,inner_reef,flat,1,Species richness,1,1,0,1,1
327,Shark Cay,SHAR-01,T10,11,outer_slope,flat,1,Species richness,5,6.888888889,2.296774858,5,11.39048489
328,Shark Cay,SHAR-01,T2,85,outer_slope,wall,2,Species richness,1,1,0,1,1
329,Shark Cay,SHAR-01,T3,77,outer_slope,moderate_slope,2,Species richness,1,1,0,1,1
330,Shark Cay,SHAR-01,T7,36,outer_slope,steep_slope,2,Species richness,5,5.458333333,2.27098013,5,9.909372597
331,Shark Cay,SHAR-01,T8,28,outer_slope,gentle_slope,3,Species richness,3,3,0.49910843,3,3.978234547
332,Shark Cay,SHAR-01,T9,18,outer_slope,gentle_slope,1,Species richness,2,2,0.487831731,2,2.956132624
333,South Diamond,SDIA-01,T1,35.3,lagoon,flat,1,Species richness,1,1,0,1,1
334,South Diamond,SDIA-01,T2,35.6,lagoon,flat,2,Species richness,1,1,0,1,1
335,South Diamond,SDIA-02,T1,15.2,outer_slope,gentle_slope,2,Species richness,8,8.974358974,3.058315789,8,14.96854777
336,South Diamond,SDIA-02,T1,31.5,outer_slope,flat,2,Species richness,3,3.875,1.077265706,3,5.986401985
337,South Diamond,SDIA-02,T1,95.3,outer_slope,gentle_slope,3,Species richness,1,1,0,1,1
338,South Diamond,SDIA-02,T10,23.7,outer_slope,gentle_slope,3,Species richness,3,3.2,1.772818335,3,6.674660087
339,South Diamond,SDIA-02,T10,74.1,outer_slope,gentle_slope,0,Species richness,1,1,0,1,1
340,South Diamond,SDIA-02,T11,21.4,outer_slope,gentle_slope,3,Species richness,2,2,0.1,2,2.195996398
341,South Diamond,SDIA-02,T12,20,outer_slope,gentle_slope,3,Species richness,4,4.464285714,1.050041064,4,6.522328382
342,South Diamond,SDIA-02,T13,66.8,outer_slope,flat,0,Species richness,1,1,0,1,1
343,South Diamond,SDIA-02,T15,79,outer_slope,gentle_slope,3,Species richness,5,11.66666667,5.069648121,5,21.6029944
344,South Diamond,SDIA-02,T2,36,outer_slope,flat,3,Species richness,3,3.888888889,0.95273708,3,5.756219252
345,South Diamond,SDIA-02,T2,93.9,outer_slope,gentle_slope,3,Species richness,1,1,0,1,1
346,South Diamond,SDIA-02,T3,43.7,outer_slope,flat,3,Species richness,2,2.333333333,1.235392766,2,4.754658661
347,South Diamond,SDIA-02,T3,94.1,outer_slope,gentle_slope,3,Species richness,2,2.333333333,1.372554452,2,5.023490626
348,South Diamond,SDIA-02,T4,47.5,outer_slope,flat,3,Species richness,3,3.8,1.366703621,3,6.478689875
349,South Diamond,SDIA-02,T4,97.2,outer_slope,gentle_slope,3,Species richness,1,1,0,1,1
350,South Diamond,SDIA-02,T5,41.7,outer_slope,flat,3,Species richness,2,2.333333333,1.092860208,2,4.475299981
351,South Diamond,SDIA-02,T5,88.7,outer_slope,gentle_slope,3,Species richness,2,2.5,0.719058728,2,3.90932921
352,South Diamond,SDIA-02,T6,35.1,outer_slope,flat,2,Species richness,2,2.333333333,0.997055148,2,4.287525513
353,South Diamond,SDIA-02,T6,87,outer_slope,gentle_slope,3,Species richness,1,1,0,1,1
354,South Diamond,SDIA-02,T7,33.3,outer_slope,flat,2,Species richness,3,4.5,2.05649378,3,8.530653743
355,South Diamond,SDIA-02,T7,84.4,outer_slope,gentle_slope,3,Species richness,2,2.5,0.708872344,2,3.889364264
356,South Diamond,SDIA-02,T8,28.8,outer_slope,gentle_slope,3,Species richness,2,2.5,0.744067446,2,3.958345395
357,South Diamond,SDIA-02,T8,81.7,outer_slope,gentle_slope,3,Species richness,1,1,0,1,1
358,South Diamond,SDIA-02,T9,24.7,outer_slope,gentle_slope,3,Species richness,1,1,0,1,1
359,South Diamond,SDIA-02,T9,78.2,outer_slope,gentle_slope,3,Species richness,2,2.5,0.714142843,2,3.899694252
360,South Flinders,FLIN-01,T1,35.6,outer_slope,steep_slope,4,Species richness,6,7.333333333,3.436864873,6,14.0694647
361,South Flinders,FLIN-01,T1,41.5,outer_slope,steep_slope,4,Species richness,3,5,1.449733905,3,7.841426241
362,South Flinders,FLIN-01,T10,45.7,outer_slope,gentle_slope,3,Species richness,1,1,0,1,1
363,South Flinders,FLIN-01,T2,34.3,outer_slope,steep_slope,3,Species richness,2,2.5,0.69084928,2,3.854039707
364,South Flinders,FLIN-01,T2,37.1,outer_slope,wall,4,Species richness,4,6.5,2.271374808,4,10.95181282
365,South Flinders,FLIN-01,T3,30.2,outer_slope,steep_slope,4,Species richness,3,3.428571429,1.299965907,3,5.976457787
366,South Flinders,FLIN-01,T3,42.1,outer_slope,wall,3,Species richness,1,1,0,1,1
367,South Flinders,FLIN-01,T4,25.3,outer_slope,steep_slope,4,Species richness,2,2,0.456048022,2,2.893837698
368,South Flinders,FLIN-01,T4,35.2,outer_slope,wall,3,Species richness,3,5,1.39107303,3,7.726453039
369,South Flinders,FLIN-01,T5,20.4,outer_slope,steep_slope,4,Species richness,3,3.8,1.322128678,3,6.391324593
370,South Flinders,FLIN-01,T6,15.3,outer_slope,steep_slope,4,Species richness,3,4.5,2.158820291,3,8.73121002
371,South Flinders,FLIN-01,T6,34.3,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
372,South Flinders,FLIN-01,T7,45.2,outer_slope,wall,4,Species richness,1,1,0,1,1
373,South Flinders,FLIN-01,T7,67.1,outer_slope,gentle_slope,4,Species richness,1,1,0,1,1
374,South Flinders,FLIN-01,T7,9.9,outer_slope,moderate_slope,4,Species richness,4,5.75,2.062615578,4,9.792652247
375,South Flinders,FLIN-01,T8,5.2,outer_slope,gentle_slope,2,Species richness,3,3.857142857,0.970494415,3,5.759276959
376,Southwest Cay,SWCA-01,T12,61.2,outer_slope,flat,1,Species richness,1,1,0,1,1
377,Southwest Cay,SWCA-01,T16,48.1,outer_slope,steep_slope,2,Species richness,2,2.5,0.661266003,2,3.796057551
378,Southwest Cay,SWCA-01,T17,44.1,outer_slope,moderate_slope,2,Species richness,2,2.333333333,1.066666667,2,4.423961584
379,Southwest Cay,SWCA-01,T18,40.5,outer_slope,moderate_slope,3,Species richness,4,4.9,1.2016425,4,7.255176022
380,Southwest Cay,SWCA-01,T19,37.4,outer_slope,moderate_slope,2,Species richness,3,3,0.233265683,3,3.457192337
381,Southwest Cay,SWCA-01,T20,35,outer_slope,gentle_slope,2,Species richness,4,6.666666667,1.767245386,4,10.13040397
382,Southwest Cay,SWCA-01,T21,32.1,outer_slope,steep_slope,2,Species richness,3,3.8,1.335723615,3,6.417970179
383,Southwest Cay,SWCA-01,T22,27.9,outer_slope,steep_slope,2,Species richness,5,6.857142857,2.57367831,5,11.90145965
384,Southwest Cay,SWCA-01,T23,24.9,outer_slope,moderate_slope,1,Species richness,4,4.941176471,0.854673254,4,6.616305267
385,Southwest Cay,SWCA-01,T24,22.4,outer_slope,moderate_slope,1,Species richness,5,5.888888889,2.546218242,5,10.87938494
386,Southwest Cay,SWCA-01,T25,19.4,outer_slope,gentle_slope,1,Species richness,10,22.109375,8.600902684,10,38.9668345
387,Southwest Cay,SWCA-01,T26,15.4,outer_slope,moderate_slope,2,Species richness,3,3,0.401150807,3,3.786241133
388,Southwest Cay,SWCA-01,T27,11,outer_slope,steep_slope,2,Species richness,4,4.222222222,1.583420066,4,7.325668523
389,Turtle Islet,TURT-01,T5,61,outer_slope,wall,2,Species richness,1,1,0,1,1
390,Turtle Islet,TURT-01,T6,50,outer_slope,wall,1,Species richness,3,5,1.414308792,3,7.771994296
391,West Herald,HERA-01,T2,35.3,passage,flat,2,Species richness,1,1,0,1,1
392,West Herald,HERA-01,T4,43.5,passage,gentle_slope,2,Species richness,3,3,0.604464415,3,4.184728483
393,West Herald,HERA-01,T5,43.8,passage,gentle_slope,2,Species richness,5,7.727272727,1.983500706,5,11.61486267
394,West Herald,HERA-01,T6,41.7,passage,gentle_slope,2,Species richness,9,16.66666667,6.081510333,9,28.58620789
395,West Herald,HERA-01,T7,40.5,passage,gentle_slope,2,Species richness,8,8.641975309,2.657511844,8,13.85060281
396,West Herald,HERA-01,T8,40.4,passage,gentle_slope,2,Species richness,8,8.241071429,2.573985473,8,13.28599025
397,West Herald,HERA-01,T9,37.1,passage,gentle_slope,3,Species richness,9,9.642857143,2.55967771,9,14.65973327
398,West Holmes,HOLM-01,T1,55,outer_slope,steep_slope,3,Species richness,2,2.333333333,1.225541865,2,4.73535125
399,West Holmes,HOLM-01,T10,34.7,outer_slope,gentle_slope,1,Species richness,3,4.5,1.941674795,3,8.305612668
400,West Holmes,HOLM-01,T2,51,outer_slope,steep_slope,3,Species richness,5,6.818181818,2.440245732,5,11.60097557
401,West Holmes,HOLM-01,T3,52.4,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
402,West Holmes,HOLM-01,T4,55,outer_slope,steep_slope,4,Species richness,1,1,0,1,1
403,West Holmes,HOLM-01,T5,46.4,outer_slope,moderate_slope,3,Species richness,3,3,0.412924743,3,3.809317625
404,West Holmes,HOLM-01,T6,42.5,outer_slope,moderate_slope,4,Species richness,3,3,0.617687483,3,4.210645221
405,West Holmes,HOLM-01,T7,43,outer_slope,moderate_slope,3,Species richness,2,2.5,0.727854881,2,3.926569352
406,West Holmes,HOLM-01,T8,36.8,outer_slope,moderate_slope,2,Species richness,4,5.75,2.221112538,4,10.10330058
407,West Holmes,HOLM-01,T9,36,outer_slope,moderate_slope,2,Species richness,5,5.46875,1.532396395,5,8.472191744
408,West Holmes,HOLM-03,T10,9.6,outer_slope,gentle_slope,4,Species richness,6,7.882352941,2.662590664,6,13.10093475
409,West Holmes,HOLM-03,T11,2.3,outer_slope,gentle_slope,4,Species richness,7,12.89655172,5.106906745,7,22.90590502
410,West Holmes,HOLM-03,T2,46.8,outer_slope,gentle_slope,4,Species richness,1,1,0,1,1
411,West Holmes,HOLM-03,T3,41.6,outer_slope,gentle_slope,4,Species richness,1,1,0,1,1
412,West Holmes,HOLM-03,T5,32.2,outer_slope,gentle_slope,4,Species richness,1,1,0,1,1
413,West Holmes,HOLM-03,T6,27.3,outer_slope,gentle_slope,4,Species richness,3,3.416666667,1.251659673,3,5.869874546
414,West Holmes,HOLM-03,T7,22.4,outer_slope,gentle_slope,4,Species richness,3,3.8,1.404460427,3,6.552691855
415,West Holmes,HOLM-03,T8,18.2,outer_slope,gentle_slope,4,Species richness,4,4,0.524753095,4,5.028497167
416,West Holmes,HOLM-03,T8,61.6,outer_slope,gentle_slope,4,Species richness,1,1,0,1,1
417,West Holmes,HOLM-03,T9,12.6,outer_slope,gentle_slope,4,Species richness,6,8.8,3.185777865,6,15.04400988
418,West Holmes,HOLM-03,T9,57.1,outer_slope,gentle_slope,4,Species richness,1,1,0,1,1
419,Willis,WILL-01,T1,35.2,outer_slope,gentle_slope,3,Species richness,5,10.4,2.764568059,5,15.81845383
420,Willis,WILL-01,T10,50.4,outer_slope,steep_slope,3,Species richness,3,3.416666667,1.105432459,3,5.583274473
421,Willis,WILL-01,T11,50.1,outer_slope,steep_slope,3,Species richness,2,2,0.272659924,2,2.534403632
422,Willis,WILL-01,T12,40,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
423,Willis,WILL-01,T13,43,outer_slope,steep_slope,3,Species richness,3,5,1.524303672,3,7.987580298
424,Willis,WILL-01,T14,42,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
425,Willis,WILL-01,T15,42,outer_slope,steep_slope,3,Species richness,5,5.466666667,1.456069511,5,8.320510467
426,Willis,WILL-01,T2,42.3,outer_slope,gentle_slope,4,Species richness,2,2,0.314466038,2,2.616342108
427,Willis,WILL-01,T3,44.4,outer_slope,gentle_slope,4,Species richness,1,1,0,1,1
428,Willis,WILL-01,T4,51.5,outer_slope,steep_slope,3,Species richness,3,3.2,1.870018635,3,6.865169176
429,Willis,WILL-01,T5,52.3,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
430,Willis,WILL-01,T6,52.3,outer_slope,steep_slope,3,Species richness,2,2.333333333,1.167921403,2,4.62241722
431,Willis,WILL-01,T8,44.8,outer_slope,steep_slope,2,Species richness,1,1,0,1,1
432,Willis,WILL-01,T9,44.1,outer_slope,steep_slope,2,Species richness,3,3.2,1.74642492,3,6.622929944
433,Wreck,WREC-01,T1,31.5,outer_slope,gentle_slope,3,Species richness,6,10.15384615,5.221124329,6,20.3870618
434,Wreck,WREC-01,T2,36.5,outer_slope,gentle_slope,3,Species richness,6,6.473684211,1.705897286,6,9.817181453
435,Wreck,WREC-01,T3,36.3,outer_slope,gentle_slope,3,Species richness,9,18.67741935,5.741988489,9,29.93150999
