Site,Depth,Record,Date,Time,Licor sensor,Unit measurement,PPFFR
Arnedo,40m,31,20/08/2024,43:08.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,415.79
Arnedo,40m,32,20/08/2024,43:13.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,440.93
Arnedo,40m,33,20/08/2024,43:18.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,454.57
Arnedo,40m,34,20/08/2024,43:23.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,451.23
Arnedo,40m,35,20/08/2024,43:28.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,457.79
Arnedo,40m,36,20/08/2024,43:33.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,467.21
Arnedo,40m,37,20/08/2024,43:38.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,448.64
Arnedo,50m,0,20/08/2024,36:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,108.35
Arnedo,50m,1,20/08/2024,36:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,105.07
Arnedo,50m,2,20/08/2024,36:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,129.7
Arnedo,50m,3,20/08/2024,36:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,122.25
Arnedo,50m,4,20/08/2024,36:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,109.2
Arnedo,50m,5,20/08/2024,36:49.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,107.47
Arnedo,50m,6,20/08/2024,36:54.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,108.08
Arnedo,50m,7,20/08/2024,36:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,114.96
Arnedo,50m,8,20/08/2024,37:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,113.91
Arnedo,50m,9,20/08/2024,37:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,113.03
Arnedo,50m,10,20/08/2024,37:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,111.06
Arnedo,50m,11,20/08/2024,37:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,107.08
Arnedo,50m,12,20/08/2024,37:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,92.119
Arnedo,50m,13,20/08/2024,37:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,81
Arnedo,50m,14,20/08/2024,37:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,75.601
Arnedo,50m,15,20/08/2024,37:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,73.023
Arnedo,50m,16,20/08/2024,37:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,73.028
Arnedo,50m,17,20/08/2024,37:49.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,72.661
Arnedo,50m,18,20/08/2024,37:54.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,73.172
Arnedo,50m,19,20/08/2024,37:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,75.719
Arnedo,50m,20,20/08/2024,38:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,72.476
Arnedo,50m,21,20/08/2024,38:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,72.003
Arnedo,50m,22,20/08/2024,38:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,75.456
Arnedo,50m,23,20/08/2024,38:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,84.418
Arnedo,50m,24,20/08/2024,38:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,84.798
Arnedo,50m,25,20/08/2024,38:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,88.452
Arnedo,50m,26,20/08/2024,38:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,100.15
Arnedo,50m,27,20/08/2024,38:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,102.51
Arnedo,50m,28,20/08/2024,38:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,101.88
Arnedo,50m,29,20/08/2024,38:49.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,104.55
Arnedo,50m,30,20/08/2024,38:54.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,113.7
Arnedo,50m,31,20/08/2024,38:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,120.92
Arnedo,50m,32,20/08/2024,39:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,122.44
Arnedo,50m,33,20/08/2024,39:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,121.34
Arnedo,50m,34,20/08/2024,39:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,124.16
Arnedo,50m,35,20/08/2024,39:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,123.94
Arnedo,50m,36,20/08/2024,39:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,124.17
Arnedo,50m,37,20/08/2024,39:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,125.61
Arnedo,50m,38,20/08/2024,39:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,123.4
Arnedo,50m,39,20/08/2024,39:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,123.45
Arnedo,50m,40,20/08/2024,39:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,129.77
Balingasay,10m,0,20/08/2024,39:41.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,632.57
Balingasay,10m,1,20/08/2024,39:46.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,621.45
Balingasay,10m,2,20/08/2024,39:51.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,656.21
Balingasay,10m,3,20/08/2024,39:56.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,649.16
Balingasay,10m,4,20/08/2024,40:01.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,653
Balingasay,10m,5,20/08/2024,40:06.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,644.64
Balingasay,10m,6,20/08/2024,40:11.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,646.91
Balingasay,10m,7,20/08/2024,40:16.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,678.73
Balingasay,10m,8,20/08/2024,40:21.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,642.44
Balingasay,10m,9,20/08/2024,40:26.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,631.7
Balingasay,10m,10,20/08/2024,40:31.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,626.23
Balingasay,10m,11,20/08/2024,40:36.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,643.55
Balingasay,10m,12,20/08/2024,40:41.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,641.04
Balingasay,10m,13,20/08/2024,40:46.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,634.79
Balingasay,10m,14,20/08/2024,40:51.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,711.11
Balingasay,10m,15,20/08/2024,40:56.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,691.92
Balingasay,10m,16,20/08/2024,41:01.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,746.45
Balingasay,10m,17,20/08/2024,41:06.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,744.51
Balingasay,10m,18,20/08/2024,41:11.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,711.36
Balingasay,10m,19,20/08/2024,41:16.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,800.71
Balingasay,10m,20,20/08/2024,41:21.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,748.34
Balingasay,10m,21,20/08/2024,41:26.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,748.38
Balingasay,10m,22,20/08/2024,41:31.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,706.4
Balingasay,10m,23,20/08/2024,41:36.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,751.74
Balingasay,10m,24,20/08/2024,41:41.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,890.97
Balingasay,10m,25,20/08/2024,41:46.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,782.74
Balingasay,10m,26,20/08/2024,41:51.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,811.49
Balingasay,10m,27,20/08/2024,41:56.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,825.23
Balingasay,10m,28,20/08/2024,42:01.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,736.35
Balingasay,10m,29,20/08/2024,42:06.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,734.66
Balingasay,10m,30,20/08/2024,42:11.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,765.08
Balingasay,10m,31,20/08/2024,42:16.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,786.56
Balingasay,10m,32,20/08/2024,42:21.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,833.39
Balingasay,10m,33,20/08/2024,42:26.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,764.39
Balingasay,10m,34,20/08/2024,42:31.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,788.92
Balingasay,10m,35,20/08/2024,42:36.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,855.08
Balingasay,10m,36,20/08/2024,42:41.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,856.77
Balingasay,10m,37,20/08/2024,42:46.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,902.62
Balingasay,10m,38,20/08/2024,42:51.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,873.24
Balingasay,20m,0,20/08/2024,35:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,459.16
Balingasay,20m,1,20/08/2024,35:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,442.23
Balingasay,20m,2,20/08/2024,35:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,429.14
Balingasay,20m,3,20/08/2024,36:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,424.62
Balingasay,20m,4,20/08/2024,36:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,437.55
Balingasay,20m,5,20/08/2024,36:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,432
Balingasay,20m,6,20/08/2024,36:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,450.92
Balingasay,20m,7,20/08/2024,36:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,454.77
Balingasay,20m,8,20/08/2024,36:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,478.87
Balingasay,20m,9,20/08/2024,36:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,482.93
Balingasay,20m,10,20/08/2024,36:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,498.8
Balingasay,20m,11,20/08/2024,36:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,512.67
Balingasay,20m,12,20/08/2024,36:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,549.76
Balingasay,20m,13,20/08/2024,36:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,577.69
Balingasay,20m,14,20/08/2024,36:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,558.33
Balingasay,20m,15,20/08/2024,37:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,578.07
Balingasay,20m,16,20/08/2024,37:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,588.94
Balingasay,20m,17,20/08/2024,37:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,574.68
Balingasay,20m,18,20/08/2024,37:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,564.43
Balingasay,20m,19,20/08/2024,37:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,527.51
Balingasay,20m,20,20/08/2024,37:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,478.25
Balingasay,20m,21,20/08/2024,37:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,462.69
Balingasay,20m,22,20/08/2024,37:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,456.22
Balingasay,20m,23,20/08/2024,37:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,450.46
Balingasay,20m,24,20/08/2024,37:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,445.68
Balingasay,20m,25,20/08/2024,37:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,447.45
Balingasay,20m,26,20/08/2024,37:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,444.01
Balingasay,20m,27,20/08/2024,38:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,453.71
Balingasay,20m,28,20/08/2024,38:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,459.37
Balingasay,20m,29,20/08/2024,38:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,445.88
Balingasay,20m,30,20/08/2024,38:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,450.47
Balingasay,20m,31,20/08/2024,38:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,451.7
Balingasay,20m,32,20/08/2024,38:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,445.65
Balingasay,20m,33,20/08/2024,38:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,430.9
Balingasay,20m,34,20/08/2024,38:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,430.99
Balingasay,20m,35,20/08/2024,38:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,423.42
Balingasay,20m,36,20/08/2024,38:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,420.83
Balingasay,20m,37,20/08/2024,38:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,417.35
Balingasay,20m,38,20/08/2024,38:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,412.87
Balingasay,20m,39,20/08/2024,39:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,413.89
Balingasay,30m,0,20/08/2024,31:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,213.88
Balingasay,30m,1,20/08/2024,31:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,226.81
Balingasay,30m,2,20/08/2024,31:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,237.37
Balingasay,30m,3,20/08/2024,32:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,250.28
Balingasay,30m,4,20/08/2024,32:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,251.29
Balingasay,30m,5,20/08/2024,32:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,252.4
Balingasay,30m,6,20/08/2024,32:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,254.23
Balingasay,30m,7,20/08/2024,32:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,256.05
Balingasay,30m,8,20/08/2024,32:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,259.31
Balingasay,30m,9,20/08/2024,32:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,258.42
Balingasay,30m,10,20/08/2024,32:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,259.9
Balingasay,30m,11,20/08/2024,32:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,260.74
Balingasay,30m,12,20/08/2024,32:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,257.82
Balingasay,30m,13,20/08/2024,32:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,259.39
Balingasay,30m,14,20/08/2024,32:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,262.22
Balingasay,30m,15,20/08/2024,33:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,265.75
Balingasay,30m,16,20/08/2024,33:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,266.16
Balingasay,30m,17,20/08/2024,33:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,271.99
Balingasay,30m,18,20/08/2024,33:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,277.52
Balingasay,30m,19,20/08/2024,33:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,280.6
Balingasay,30m,20,20/08/2024,33:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,286.15
Balingasay,30m,21,20/08/2024,33:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,290.07
Balingasay,30m,22,20/08/2024,33:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,294.85
Balingasay,30m,23,20/08/2024,33:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,297.88
Balingasay,30m,24,20/08/2024,33:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,302.67
Balingasay,30m,25,20/08/2024,33:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,313.16
Balingasay,30m,26,20/08/2024,33:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,319.45
Balingasay,30m,27,20/08/2024,34:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,338.54
