Year,Location,Site,Depth,Transect,Interval,Genus,Species epithet,Species,Abundance,Size est.,Match,Family,a,b,Biomass,Trophic group
2016,Apo Reef,Ego Wall,11,3,20,Zanclus,cornutus,Zanclus cornutus,1,10,1088,Zanclidae,0.0147,3.37,34.46,Omnivore
2016,Apo Reef,Ego Wall,11,3,20,Siganus,vulpinus,Siganus vulpinus,1,10,1009,Siganidae,0.0287,3,28.7,Herbivore
2016,Apo Reef,Ego Wall,11,3,20,Caranx,ignobilis,Caranx ignobilis,1,40,202,Carangidae,0.0276,2.94,1415.68,Piscivore
2016,Apo Reef,Ego Wall,11,3,25,naso,lituratus,naso lituratus,2,12,668,Acanthuridae,0.0497,2.839,115.13,Herbivore
2016,Apo Reef,Ego Wall,11,3,25,Ctenochaetus,striatus,Ctenochaetus striatus,5,10,399,Acanthuridae,0.0137,3.083,82.93,Detritivore
2016,Apo Reef,Ego Wall,11,3,25,Chromis,margaritifer,Chromis margaritifer,6,12,319,Pomacentridae,0.0182,3,188.7,Herbivore
2016,Apo Reef,Ego Wall,11,3,25,Cephalopholis,argus,Cephalopholis argus,1,25,219,Serranidae,0.00678,3.274,255.91,Piscivore
2016,Apo Reef,Ego Wall,11,3,25,Chaetodon,baronessa,Chaetodon baronessa,1,10,236,Chaetodontidae,0.0448,2.828,30.15,Corallivore
2016,Apo Reef,Ego Wall,11,3,25,Dascyllus,trimaculatus,Dascyllus trimaculatus,1,8,409,Pomacentridae,0.03132,3.043,17.54,Herbivore
2016,Apo Reef,Ego Wall,11,3,25,Melichthys,vidua,Melichthys vidua,1,12,646,Balistidae,0.0058,3.554,39.7,Omnivore
2016,Apo Reef,Ego Wall,11,3,25,Scarus,forsteni,Scarus forsteni,1,12,949,Scaridae,0.01995,3.01,35.34,Herbivore
2016,Apo Reef,Ego Wall,11,3,25,Gomphosus,varius,Gomphosus varius,1,8,496,Labridae,0.00676,2.96,3.18,Benthic Invertivore
2016,Apo Reef,Ego Wall,11,3,25,Centropyge,vrolikii,Centropyge vrolikii,1,10,218,Pomacanthidae,0.0302,2.89,23.44,Corallivore
2016,Apo Reef,Ego Wall,11,3,25,Naso,brevirostris,Naso brevirostris,1,40,665,Acanthuridae,0.0602,2.743,1492.96,Herbivore
2016,Apo Reef,Mabuti,11,1,15,Chromis,xanthura,Chromis xanthura,20,4,333,Pomacentridae,0.009,2.773,8.41,Planktivore
2016,Apo Reef,Mabuti,11,1,15,Melichthys,vidua,Melichthys vidua,1,12,646,Balistidae,0.0058,3.554,39.7,Omnivore
2016,Apo Reef,Mabuti,11,1,15,Naso,hexacanthus,Naso hexacanthus,1,40,667,Acanthuridae,0.0424,2.854,1583.6,Omnivore
2016,Apo Reef,Mabuti,11,1,15,Macolor,niger,Macolor niger,2,25,630,Lutjanidae,0.01453,3,454.06,Piscivore
2016,Apo Reef,Mabuti,11,1,15,Ctenochaetus,striatus,Ctenochaetus striatus,1,12,399,Acanthuridae,0.0137,3.083,29.1,Detritivore
2016,Apo Reef,Mabuti,11,1,15,Ctenochaetus,striatus,Ctenochaetus striatus,3,10,399,Acanthuridae,0.0137,3.083,49.76,Detritivore
2016,Apo Reef,Mabuti,11,1,15,Odonus,niger,Odonus niger,1,15,699,Balistidae,0.0119,3,40.16,Benthic Invertivore
2016,Apo Reef,Mabuti,11,1,15,Odonus,niger,Odonus niger,1,10,699,Balistidae,0.0119,3,11.9,Benthic Invertivore
2016,Apo Reef,Mabuti,11,1,15,Chaetodon,kleinii,Chaetodon kleinii,2,6,241,Chaetodontidae,0.0448,2.828,14.22,Herbivore
2016,Apo Reef,Mabuti,11,1,15,Arothron,nigropunctatus,Arothron nigropunctatus,1,15,137,Tetraodontidae,0.02655,3,89.61,Corallivore
2016,Apo Reef,Mabuti,11,1,15,Cheilinus,fasciatus,Cheilinus fasciatus,1,40,270,Labridae,0.01487,3,951.68,Benthic Invertivore
2016,Apo Reef,Mabuti,11,1,15,Acanthurus,japonicus,Acanthurus japonicus,3,12,20,Acanthuridae,0.02188,2.97,105.28,Herbivore
2016,Apo Reef,Mabuti,11,1,15,Ctenochaetus,binotatus,Ctenochaetus binotatus,1,10,395,Acanthuridae,0.081,2.59,31.51,Detritivore
2016,Apo Reef,Mabuti,11,1,15,Zebrasoma,scopas,Zebrasoma scopas,2,12,1090,Acanthuridae,0.04,2.867,99.34,Herbivore
2016,Apo Reef,Mabuti,11,1,15,Zanclus,cornutus,Zanclus cornutus,2,12,1088,Zanclidae,0.0147,3.37,127.41,Omnivore
2016,Apo Reef,Mabuti,11,1,15,Naso,lituratus,Naso lituratus,2,12,668,Acanthuridae,0.0497,2.839,115.13,Herbivore
2016,Apo Reef,Mabuti,11,1,15,Chaetodon,ornatissimus,Chaetodon ornatissimus,2,12,250,Chaetodontidae,0.02239,3.01,79.33,Corallivore
2016,Apo Reef,Mabuti,11,1,15,Chromis,margaritifer,Chromis margaritifer,3,4,319,Pomacentridae,0.0182,3,3.49,Herbivore
2016,Apo Reef,Mabuti,11,1,15,Naso,brevirostris,Naso brevirostris,2,60,665,Acanthuridae,0.0602,2.743,9080.2,Herbivore
2016,Apo Reef,Mabuti,11,1,15,Epinephelus,sexfasciatus,Epinephelus sexfasciatus,1,12,465,Serranidae,0.0265,2.877,33.73,Benthic Invertivore
2016,Apo Reef,Mabuti,11,1,15,Zebrasoma,scopas,Zebrasoma scopas,1,15,1090,Acanthuridae,0.04,2.867,94.17,Herbivore
2016,Apo Reef,Mabuti,11,1,15,Pomacentrus,vaiuli,Pomacentrus vaiuli,1,6,847,Pomacentridae,0.0619,2.628,6.87,Herbivore
2016,Apo Reef,Mabuti,11,1,20,Pseudanthias,huchtii,Pseudanthias huchtii,20,5,867,Serranidae,0.0127,3.085,36.4,Planktivore
2016,Apo Reef,Mabuti,11,1,20,Chlorurus,bleekeri,Chlorurus bleekeri,1,20,288,Scaridae,0.01995,3.01,164.45,Herbivore
2016,Apo Reef,Mabuti,11,1,20,Odonus,niger,Odonus niger,1,12,699,Balistidae,0.0119,3,20.56,Benthic Invertivore
2016,Apo Reef,Mabuti,11,1,20,Odonus,niger,Odonus niger,2,15,699,Balistidae,0.0119,3,80.33,Benthic Invertivore
2016,Apo Reef,Mabuti,11,1,20,Chromis,margaritifer,Chromis margaritifer,20,5,319,Pomacentridae,0.0182,3,45.5,Herbivore
2016,Apo Reef,Mabuti,11,1,20,Melichthys,vidua,Melichthys vidua,1,30,646,Balistidae,0.0058,3.554,1030.66,Omnivore
2016,Apo Reef,Mabuti,11,1,20,Pseudanthias,tuka,Pseudanthias tuka,2,6,875,Serranidae,0.00955,2.97,3.91,Planktivore
2016,Apo Reef,Mabuti,11,1,20,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,1,12,795,Pomacentridae,0.02138,2.99,36.04,Herbivore
2016,Apo Reef,Mabuti,11,1,20,Ctenochaetus,striatus,Ctenochaetus striatus,6,12,399,Acanthuridae,0.0137,3.083,174.58,Detritivore
2016,Apo Reef,Mabuti,11,1,20,Cephalopholis,urodeta,Cephalopholis urodeta,1,15,229,Serranidae,0.02822,2.818,58.18,Piscivore
2016,Apo Reef,Mabuti,11,1,20,Centropyge,vrolikii,Centropyge vrolikii,1,10,218,Pomacanthidae,0.0302,2.89,23.44,Corallivore
2016,Apo Reef,Mabuti,11,1,20,Paracirrhites,arcatus,Paracirrhites arcatus,1,8,724,Cirrhitidae,0.00912,3.07,5.4,Benthic Invertivore
2016,Apo Reef,Mabuti,11,1,25,Acanthurus,japonicus,Acanthurus japonicus,2,8,20,Acanthuridae,0.02188,2.97,21.05,Herbivore
2016,Apo Reef,Mabuti,11,1,25,Cephalopholis,argus,Cephalopholis argus,1,12,219,Serranidae,0.00678,3.274,23.15,Piscivore
2016,Apo Reef,Mabuti,11,1,25,Ctenochaetus,striatus,Ctenochaetus striatus,1,10,399,Acanthuridae,0.0137,3.083,16.59,Detritivore
2016,Apo Reef,Mabuti,11,1,25,Ctenochaetus,striatus,Ctenochaetus striatus,10,8,399,Acanthuridae,0.0137,3.083,83.36,Detritivore
2016,Apo Reef,Mabuti,11,1,25,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,1,5,795,Pomacentridae,0.02138,2.99,2.63,Herbivore
2016,Apo Reef,Mabuti,11,1,25,Chromis,margaritifer,Chromis margaritifer,15,5,319,Pomacentridae,0.0182,3,34.13,Herbivore
2016,Apo Reef,Mabuti,11,1,25,Pterocaesio,pisang,Pterocaesio pisang,20,6,907,Caesionidae,0.00743,3.15,41.99,Planktivore
2016,Apo Reef,Mabuti,11,1,25,Pygoplites,diacanthus,Pygoplites diacanthus,1,10,918,Pomacanthidae,0.00514,3,5.14,Benthic Invertivore
2016,Apo Reef,Mabuti,11,1,25,Melichthys,vidua,Melichthys vidua,1,12,646,Balistidae,0.0058,3.554,39.7,Omnivore
2016,Apo Reef,Mabuti,11,1,25,Pomacentrus,moluccensis,Pomacentrus moluccensis,1,15,832,Pomacentridae,0.0703,2.65,91.96,Herbivore
2016,Apo Reef,Mabuti,11,1,25,Ctenochaetus,striatus,Ctenochaetus striatus,1,15,399,Acanthuridae,0.0137,3.083,57.89,Detritivore
2016,Apo Reef,Mabuti,11,1,25,Balistapus,undulatus,Balistapus undulatus,1,20,153,Balistidae,0.0058,3.554,243.94,Omnivore
2016,Apo Reef,Mabuti,11,2,10,Ctenochaetus,striatus,Ctenochaetus striatus,5,12,399,Acanthuridae,0.0137,3.083,145.48,Detritivore
2016,Apo Reef,Mabuti,11,2,10,Dascyllus,trimaculatus,Dascyllus trimaculatus,1,15,409,Pomacentridae,0.03132,3.043,118.76,Herbivore
2016,Apo Reef,Mabuti,11,2,10,Bodianus,mesothorax,Bodianus mesothorax,1,12,167,Labridae,0.0123,3.04,23.48,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,10,Pseudanthias,huchtii,Pseudanthias huchtii,15,4,867,Serranidae,0.0127,3.085,13.72,Planktivore
2016,Apo Reef,Mabuti,11,2,10,Chromis,margaritifer,Chromis margaritifer,20,4,319,Pomacentridae,0.0182,3,23.3,Herbivore
2016,Apo Reef,Mabuti,11,2,10,Pseudanthias,tuka,Pseudanthias tuka,3,5,875,Serranidae,0.00955,2.97,3.41,Planktivore
2016,Apo Reef,Mabuti,11,2,10,Cheilinus,fasciatus,Cheilinus fasciatus,1,12,270,Labridae,0.01487,3,25.7,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,10,Chlorurus,microrhinos,Chlorurus microrhinos,1,12,294,Scaridae,0.0273,2.93,39.64,Herbivore
2016,Apo Reef,Mabuti,11,2,10,Caranx,ignobilis,Caranx ignobilis,1,90,202,Carangidae,0.0276,2.94,15359.68,Piscivore
2016,Apo Reef,Mabuti,11,2,10,Zebrasoma,scopas,Zebrasoma scopas,3,10,1090,Acanthuridae,0.04,2.867,88.34,Herbivore
2016,Apo Reef,Mabuti,11,2,10,Myripristis,sp?,Myripristis sp?,1,15,662,Holocentridae,0.01514,2.98,48.4,Planktivore
2016,Apo Reef,Mabuti,11,2,10,Pterocaesio,tile,Pterocaesio tile,50,6,911,Caesionidae,0.01121,3,121.07,Planktivore
2016,Apo Reef,Mabuti,11,2,10,Pseudanthias,huchtii,Pseudanthias huchtii,10,6,867,Serranidae,0.0127,3.085,31.94,Planktivore
2016,Apo Reef,Mabuti,11,2,10,Chromis,margaritifer,Chromis margaritifer,10,5,319,Pomacentridae,0.0182,3,22.75,Herbivore
2016,Apo Reef,Mabuti,11,2,15,Macolor,niger,Macolor niger,1,20,630,Lutjanidae,0.01453,3,116.24,Piscivore
2016,Apo Reef,Mabuti,11,2,15,Ctenochaetus,striatus,Ctenochaetus striatus,10,10,399,Acanthuridae,0.0137,3.083,165.85,Detritivore
2016,Apo Reef,Mabuti,11,2,15,Chaetodon,ornatissimus,Chaetodon ornatissimus,1,10,250,Chaetodontidae,0.02239,3.01,22.91,Corallivore
2016,Apo Reef,Mabuti,11,2,15,Chromis,margaritifer,Chromis margaritifer,20,4,319,Pomacentridae,0.0182,3,23.3,Herbivore
2016,Apo Reef,Mabuti,11,2,15,Chromis,margaritifer,Chromis margaritifer,10,5,319,Pomacentridae,0.0182,3,22.75,Herbivore
2016,Apo Reef,Mabuti,11,2,15,Arothron,nigropunctatus,Arothron nigropunctatus,1,33,137,Tetraodontidae,0.02655,3,954.13,Corallivore
2016,Apo Reef,Mabuti,11,2,15,Melichthys,vidua,Melichthys vidua,2,12,646,Balistidae,0.0058,3.554,79.41,Omnivore
2016,Apo Reef,Mabuti,11,2,15,Dascyllus,trimaculatus,Dascyllus trimaculatus,3,6,409,Pomacentridae,0.03132,3.043,21.92,Herbivore
2016,Apo Reef,Mabuti,11,2,15,Naso,brevirostris,Naso brevirostris,1,30,665,Acanthuridae,0.0602,2.743,678.17,Herbivore
2016,Apo Reef,Mabuti,11,2,15,Naso,vlamingii,Naso vlamingii,2,50,675,Acanthuridae,0.0497,2.839,6618.54,Herbivore
2016,Apo Reef,Mabuti,11,2,15,Parupeneus,bifasciatus,Parupeneus bifasciatus,1,12,742,Mullidae,0.00741,3.2,21.05,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,15,Epinephelus,sexfasciatus,Epinephelus sexfasciatus,1,12,465,Serranidae,0.0265,2.877,33.73,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,15,Acanthurus,japonicus,Acanthurus japonicus,2,10,20,Acanthuridae,0.02188,2.97,40.84,Herbivore
2016,Apo Reef,Mabuti,11,2,15,Labroides,dimidiatus,Labroides dimidiatus,2,5,583,Labridae,0.00447,3.13,1.38,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,15,Chlorurus,sordidus,Chlorurus sordidus,1,6,295,Scaridae,0.0319,2.927,6.05,Detritivore
2016,Apo Reef,Mabuti,11,2,15,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,1,6,795,Pomacentridae,0.02138,2.99,4.54,Herbivore
2016,Apo Reef,Mabuti,11,2,15,Centropyge,vrolikii,Centropyge vrolikii,1,10,218,Pomacanthidae,0.0302,2.89,23.44,Corallivore
2016,Apo Reef,Mabuti,11,2,20,Pterocaesio,digramma,Pterocaesio digramma,8,20,904,Caesionidae,0.00794,3.283,1186.29,Planktivore
2016,Apo Reef,Mabuti,11,2,20,Cheilinus,fasciatus,Cheilinus fasciatus,1,18,270,Labridae,0.01487,3,86.72,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,20,Scarus,ghobban,Scarus ghobban,1,17,951,Scaridae,0.0165,3.041,91.05,Herbivore
2016,Apo Reef,Mabuti,11,2,20,Cantherhines,pardalis,Cantherhines pardalis,2,12,182,Monacanthidae,0.0166,2.92,47.03,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,20,Pseudanthias,huchtii,Pseudanthias huchtii,15,12,867,Serranidae,0.0127,3.085,406.6,Planktivore
2016,Apo Reef,Mabuti,11,2,20,Chaetodon,ornatissimus,Chaetodon ornatissimus,2,8,250,Chaetodontidae,0.02239,3.01,23.41,Corallivore
2016,Apo Reef,Mabuti,11,2,20,Balistoides,conspicillum,Balistoides conspicillum,1,17,154,Balistidae,0.02344,2.96,102.82,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,20,Scarus,niger,Scarus niger,1,12,956,Scaridae,0.0316,3.09,68.29,Herbivore
2016,Apo Reef,Mabuti,11,2,20,Ctenochaetus,striatus,Ctenochaetus striatus,6,6,399,Acanthuridae,0.0137,3.083,20.6,Detritivore
2016,Apo Reef,Mabuti,11,2,20,Acanthurus,japonicus,Acanthurus japonicus,10,5,20,Acanthuridae,0.02188,2.97,26.06,Herbivore
2016,Apo Reef,Mabuti,11,2,20,Balistapus,undulatus,Balistapus undulatus,2,12,153,Balistidae,0.0058,3.554,79.41,Omnivore
2016,Apo Reef,Mabuti,11,2,20,Scolopsis,trilineata,Scolopsis trilineata,2,12,978,Nemipteridae,0.01202,2.99,40.52,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,20,Parupeneus,bifasciatus,Parupeneus bifasciatus,1,13,742,Mullidae,0.00741,3.2,27.19,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,25,Acanthurus,thompsoni,Acanthurus thompsoni,5,6,32,Acanthuridae,0.01533,3,16.56,Planktivore
2016,Apo Reef,Mabuti,11,2,25,Naso,lituratus,Naso lituratus,2,6,668,Acanthuridae,0.0497,2.839,16.09,Herbivore
2016,Apo Reef,Mabuti,11,2,25,Naso,lituratus,Naso lituratus,2,8,668,Acanthuridae,0.0497,2.839,36.41,Herbivore
2016,Apo Reef,Mabuti,11,2,25,Macolor,niger,Macolor niger,1,25,630,Lutjanidae,0.01453,3,227.03,Piscivore
2016,Apo Reef,Mabuti,11,2,25,Ctenochaetus,striatus,Ctenochaetus striatus,1,26,399,Acanthuridae,0.0137,3.083,315.56,Detritivore
2016,Apo Reef,Mabuti,11,2,25,Ctenochaetus,striatus,Ctenochaetus striatus,6,20,399,Acanthuridae,0.0137,3.083,843.23,Detritivore
2016,Apo Reef,Mabuti,11,2,25,Cheilinus,fasciatus,Cheilinus fasciatus,1,12,270,Labridae,0.01487,3,25.7,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,25,Paracirrhites,arcatus,Paracirrhites arcatus,1,6,724,Cirrhitidae,0.00912,3.07,2.23,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,25,Epibulus,insidiator,Epibulus insidiator,1,12,446,Labridae,0.0138,3.01,24.45,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,25,Cephalopholis,urodeta,Cephalopholis urodeta,2,10,229,Serranidae,0.02822,2.818,37.12,Piscivore
2016,Apo Reef,Mabuti,11,2,25,Naso,brevirostris,Naso brevirostris,1,50,665,Acanthuridae,0.0602,2.743,2753.41,Herbivore
2016,Apo Reef,Mabuti,11,2,25,Chromis,margaritifer,Chromis margaritifer,20,4,319,Pomacentridae,0.0182,3,23.3,Herbivore
2016,Apo Reef,Mabuti,11,2,25,Hemigymnus,fasciatus,Hemigymnus fasciatus,1,10,544,Labridae,0.01713,3,17.13,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,25,Labroides,dimidiatus,Labroides dimidiatus,1,6,583,Labridae,0.00447,3.13,1.22,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,25,Ctenochaetus,striatus,Ctenochaetus striatus,6,7,399,Acanthuridae,0.0137,3.083,33.14,Detritivore
2016,Apo Reef,Mabuti,11,2,25,Ctenochaetus,binotatus,Ctenochaetus binotatus,1,12,395,Acanthuridae,0.081,2.59,50.53,Detritivore
2016,Apo Reef,Mabuti,11,2,25,Epibulus,insidiator,Epibulus insidiator,1,12,446,Labridae,0.0138,3.01,24.45,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,25,Scolopsis,trilineata,Scolopsis trilineata,1,12,978,Nemipteridae,0.01202,2.99,20.26,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,25,Naso,hexacanthus,Naso hexacanthus,1,40,667,Acanthuridae,0.0424,2.854,1583.6,Omnivore
2016,Apo Reef,Mabuti,11,2,25,Naso,hexacanthus,Naso hexacanthus,1,45,667,Acanthuridae,0.0424,2.854,2216.33,Omnivore
2016,Apo Reef,Mabuti,11,2,25,Parupeneus,bifasciatus,Parupeneus bifasciatus,1,15,742,Mullidae,0.00741,3.2,42.98,Benthic Invertivore
2016,Apo Reef,Mabuti,11,2,25,Lutjanus,decussatus,Lutjanus decussatus,1,15,613,Lutjanidae,0.01413,2.98,45.17,Piscivore
2016,Apo Reef,Mabuti,11,2,25,Melichthys,vidua,Melichthys vidua,1,12,646,Balistidae,0.0058,3.554,39.7,Omnivore
2016,Apo Reef,Mabuti,11,2,25,Naso,lituratus,Naso lituratus,1,10,668,Acanthuridae,0.0497,2.839,34.3,Herbivore
2016,Apo Reef,Mabuti,11,2,25,Ctenochaetus,striatus,Ctenochaetus striatus,1,10,399,Acanthuridae,0.0137,3.083,16.59,Detritivore
2016,Apo Reef,Mabuti,11,2,25,Pterocaesio,tile,Pterocaesio tile,100,12,911,Caesionidae,0.01121,3,1937.09,Planktivore
2016,Apo Reef,Mabuti,11,2,25,Siganus,vulpinus,Siganus vulpinus,1,12,1009,Siganidae,0.0287,3,49.59,Herbivore
2016,Apo Reef,Mabuti,11,2,25,Arothron,nigropunctatus,Arothron nigropunctatus,1,10,137,Tetraodontidae,0.02655,3,26.55,Corallivore
2016,Apo Reef,Mabuti,11,2,25,Cheilinus,undulatus,Cheilinus undulatus,1,80,274,Labridae,0.01514,2.99,7419.33,Benthic Invertivore
2016,Apo Reef,Mabuti,11,3,5,Centropyge,vrolikii,Centropyge vrolikii,1,4,218,Pomacanthidae,0.0302,2.89,1.66,Corallivore
2016,Apo Reef,Mabuti,11,3,5,Chromis,margaritifer,Chromis margaritifer,28,2,319,Pomacentridae,0.0182,3,4.08,Herbivore
2016,Apo Reef,Mabuti,11,3,5,Melichthys,vidua,Melichthys vidua,1,4,646,Balistidae,0.0058,3.554,0.8,Omnivore
2016,Apo Reef,Mabuti,11,3,5,Acanthurus,japonicus,Acanthurus japonicus,2,4,20,Acanthuridae,0.02188,2.97,2.69,Herbivore
2016,Apo Reef,Mabuti,11,3,5,Acanthurus,thompsoni,Acanthurus thompsoni,30,3,32,Acanthuridae,0.01533,3,12.42,Planktivore
2016,Apo Reef,Mabuti,11,3,5,Epibulus,insidiator,Epibulus insidiator,1,10,446,Labridae,0.0138,3.01,14.12,Benthic Invertivore
2016,Apo Reef,Mabuti,11,3,5,Acanthurus,japonicus,Acanthurus japonicus,2,5,20,Acanthuridae,0.02188,2.97,5.21,Herbivore
2016,Apo Reef,Mabuti,11,3,10,Parupeneus,trifasciatus,Parupeneus trifasciatus,1,21,752,Mullidae,0.00741,3.2,126.16,Benthic Invertivore
2016,Apo Reef,Mabuti,11,3,10,Naso,brevirostris,Naso brevirostris,1,50,665,Acanthuridae,0.0602,2.743,2753.41,Herbivore
2016,Apo Reef,Mabuti,11,3,10,Scarus,quoyi,Scarus quoyi,1,20,961,Scaridae,0.00389,3.12,44.58,Herbivore
2016,Apo Reef,Mabuti,11,3,10,Melichthys,vidua,Melichthys vidua,1,10,646,Balistidae,0.0058,3.554,20.77,Omnivore
2016,Apo Reef,Mabuti,11,3,10,Zanclus,cornutus,Zanclus cornutus,1,15,1088,Zanclidae,0.0147,3.37,135.13,Omnivore
2016,Apo Reef,Mabuti,11,3,10,Acanthurus,japonicus,Acanthurus japonicus,1,6,20,Acanthuridae,0.02188,2.97,4.48,Herbivore
2016,Apo Reef,Mabuti,11,3,10,Pseudanthias,squamipinnis,Pseudanthias squamipinnis,24,2,874,Serranidae,0.0569,2.65,8.57,Planktivore
2016,Apo Reef,Mabuti,11,3,10,Chromis,margaritifer,Chromis margaritifer,21,2,319,Pomacentridae,0.0182,3,3.06,Herbivore
2016,Apo Reef,Mabuti,11,3,10,Amanses,scopas,Amanses scopas,1,10,48,Monacanthidae,0.02089,2.92,17.38,Benthic Invertivore
2016,Apo Reef,Mabuti,11,3,10,Pseudanthias,dispar,Pseudanthias dispar,15,4,866,Serranidae,0.00955,2.97,8.79,Planktivore
2016,Apo Reef,Mabuti,11,3,15,Acanthurus,japonicus,Acanthurus japonicus,2,6,20,Acanthuridae,0.02188,2.97,8.96,Herbivore
2016,Apo Reef,Mabuti,11,3,15,Amphiprion,clarkii,Amphiprion clarkii,2,4,70,Pomacentridae,0.02291,2.99,2.89,Planktivore
2016,Apo Reef,Mabuti,11,3,15,Cephalopholis,urodeta,Cephalopholis urodeta,1,4,229,Serranidae,0.02822,2.818,1.4,Piscivore
2016,Apo Reef,Mabuti,11,3,15,Macolor,macularis,Macolor macularis,1,20,629,Lutjanidae,0.01445,2.97,105.66,Piscivore
2016,Apo Reef,Mabuti,11,3,15,Chlorurus,bleekeri,Chlorurus bleekeri,1,18,288,Scaridae,0.01995,3.01,119.76,Herbivore
2016,Apo Reef,Mabuti,11,3,15,Ctenochaetus,binotatus,Ctenochaetus binotatus,1,20,395,Acanthuridae,0.081,2.59,189.74,Detritivore
2016,Apo Reef,Mabuti,11,3,15,Chromis,margaritifer,Chromis margaritifer,18,2,319,Pomacentridae,0.0182,3,2.62,Herbivore
2016,Apo Reef,Mabuti,11,3,15,Melichthys,vidua,Melichthys vidua,1,10,646,Balistidae,0.0058,3.554,20.77,Omnivore
2016,Apo Reef,Mabuti,11,3,15,Chromis,margaritifer,Chromis margaritifer,33,3,319,Pomacentridae,0.0182,3,16.22,Herbivore
2016,Apo Reef,Mabuti,11,3,15,Ctenochaetus,binotatus,Ctenochaetus binotatus,18,5,395,Acanthuridae,0.081,2.59,94.21,Detritivore
2016,Apo Reef,Mabuti,11,3,20,Sphyraena,sp.,Sphyraena sp.,3,20,1020,Sphyraenidae,0.0082,2.861,129.77,Benthic Invertivore
2016,Apo Reef,Mabuti,11,3,20,Cheilinus,undulatus,Cheilinus undulatus,1,60,274,Labridae,0.01514,2.99,3139.05,Benthic Invertivore
2016,Apo Reef,Mabuti,11,3,20,Acanthurus,japonicus,Acanthurus japonicus,2,6,20,Acanthuridae,0.02188,2.97,8.96,Herbivore
2016,Apo Reef,Mabuti,11,3,20,Chromis,margaritifer,Chromis margaritifer,15,3,319,Pomacentridae,0.0182,3,7.37,Herbivore
2016,Apo Reef,Mabuti,11,3,20,Siganus,vulpinus,Siganus vulpinus,1,20,1009,Siganidae,0.0287,3,229.6,Herbivore
2016,Apo Reef,Mabuti,11,3,20,Odonus,niger,Odonus niger,9,6,699,Balistidae,0.0119,3,23.13,Benthic Invertivore
2016,Apo Reef,Mabuti,11,3,20,Chromis,margaritifer,Chromis margaritifer,21,2,319,Pomacentridae,0.0182,3,3.06,Herbivore
2016,Apo Reef,Mabuti,11,3,20,Melichthys,vidua,Melichthys vidua,1,10,646,Balistidae,0.0058,3.554,20.77,Omnivore
2016,Apo Reef,Mabuti,11,3,20,Ctenochaetus,binotatus,Ctenochaetus binotatus,16,5,395,Acanthuridae,0.081,2.59,83.74,Detritivore
2016,Apo Reef,Mabuti,11,3,25,Chaetodon,baronessa,Chaetodon baronessa,1,8,236,Chaetodontidae,0.0448,2.828,16.04,Corallivore
2016,Apo Reef,Mabuti,11,3,25,Acanthurus,japonicus,Acanthurus japonicus,1,5,20,Acanthuridae,0.02188,2.97,2.61,Herbivore
2016,Apo Reef,Mabuti,11,3,25,Ctenochaetus,binotatus,Ctenochaetus binotatus,1,5,395,Acanthuridae,0.081,2.59,5.23,Detritivore
2016,Apo Reef,Mabuti,11,3,25,Labroides,dimidiatus,Labroides dimidiatus,1,4,583,Labridae,0.00447,3.13,0.34,Benthic Invertivore
2016,Apo Reef,Mabuti,11,3,25,Acanthurus,pyroferus,Acanthurus pyroferus,1,5,30,Acanthuridae,0.00179,3,0.22,Herbivore
2016,Apo Reef,Mabuti,11,3,25,Chromis,margaritifer,Chromis margaritifer,21,2,319,Pomacentridae,0.0182,3,3.06,Herbivore
2016,Apo Reef,Mabuti,11,3,25,Cheilinus,fasciatus,Cheilinus fasciatus,1,8,270,Labridae,0.01487,3,7.61,Benthic Invertivore
2016,Apo Reef,Mabuti,11,3,25,Chromis,margaritifer,Chromis margaritifer,16,2,319,Pomacentridae,0.0182,3,2.33,Herbivore
2016,Apo Reef,Mabuti,11,3,25,Ctenochaetus,binotatus,Ctenochaetus binotatus,24,5,395,Acanthuridae,0.081,2.59,125.61,Detritivore
2016,Apo Reef,Mabuti,11,3,25,Naso,vlamingii,Naso vlamingii,1,18,675,Acanthuridae,0.0497,2.839,182,Herbivore
2016,Apo Reef,Mabuti,11,3,25,Chlorurus,bleekeri,Chlorurus bleekeri,1,20,288,Scaridae,0.01995,3.01,164.45,Herbivore
